Shipment ID,Order ID,Sender ID,Receiver ID,Sender Location,Receiver Location,Courier Service,Delivery Hub,Shipment Weight (kg),Distance (km),Estimated Delivery (days),Actual Delivery (days),Shipment Status,Current Location,Shipping Cost,Payment Status,Tracking Number,Customer Rating,Review Comments
SHIP398662,ORD555311,SND2501,RCV7794,Kolkata,Ahmedabad,Amazon Logistics,Bangalore Hub,0.89,1516.33,2,1,Delivered,Ahmedabad,874.3,Pending,TRK127988,2.1,Late delivery
SHIP984680,ORD271120,SND7693,RCV8674,Chennai,Pune,DTDC,Hyderabad Hub,14.69,1015.29,3,5,Delivered,Pune,735.42,Pending,TRK514752,1.1,On-time service
SHIP477853,ORD295304,SND7685,RCV9217,Kolkata,Mumbai,UPS,Bangalore Hub,14.71,1080.99,10,8,Delayed,Ahmedabad,558.29,Paid,TRK398560,,
SHIP704046,ORD273882,SND3061,RCV9016,Ahmedabad,Chennai,UPS,Kolkata Hub,10.4,481.79,8,8,In Transit,Kolkata,625.44,Paid,TRK445376,,
SHIP975040,ORD273087,SND5485,RCV8046,Chennai,Delhi,Blue Dart,Mumbai Hub,15.01,1804.86,8,10,Delayed,Ahmedabad,449.75,Pending,TRK321974,,
SHIP470446,ORD597388,SND1861,RCV3899,Mumbai,Delhi,UPS,Mumbai Hub,7.95,907.49,6,8,Delivered,Delhi,1040.03,Pending,TRK530259,4.2,
SHIP818361,ORD991609,SND9541,RCV5375,Ahmedabad,Hyderabad,India Post,Kolkata Hub,9.41,1646.96,3,4,Out for Delivery,Chennai,897,Paid,TRK835535,,
SHIP952995,ORD434655,SND5970,RCV3071,Ahmedabad,Mumbai,Amazon Logistics,Mumbai Hub,10.7,877.92,3,6,Delayed,Bangalore,1968.66,Paid,TRK919133,,
SHIP430365,ORD112088,SND8429,RCV4554,Ahmedabad,Bangalore,UPS,Delhi Hub,13.45,255.4,2,1,Delivered,Bangalore,211.41,Paid,TRK472359,4,Great experience
SHIP525212,ORD809054,SND5456,RCV1408,Ahmedabad,Kolkata,FedEx,Bangalore Hub,12.86,1736.67,1,0,In Transit,Kolkata,1985.84,Paid,TRK909656,,
SHIP246372,ORD887919,SND1733,RCV1006,Delhi,Ahmedabad,DTDC,Bangalore Hub,19.92,1675.37,4,5,Returned,Pune,178.54,Paid,TRK252107,,
SHIP960754,ORD189083,SND3871,RCV4949,Chennai,Bangalore,DTDC,Mumbai Hub,3.84,1782.85,5,4,Returned,Chennai,631.79,Failed,TRK450505,,
SHIP151547,ORD466260,SND8792,RCV4215,Hyderabad,Mumbai,DTDC,Delhi Hub,12.69,519.26,4,6,Returned,Mumbai,999.32,Failed,TRK491585,,
SHIP790324,ORD213401,SND1918,RCV4859,Hyderabad,Chennai,India Post,Hyderabad Hub,9.45,1062.54,10,8,Out for Delivery,Chennai,71.32,Paid,TRK114175,,
SHIP569770,ORD624549,SND7987,RCV8942,Mumbai,Hyderabad,Amazon Logistics,Chennai Hub,5.65,1793.83,7,5,Delayed,Kolkata,403.68,Pending,TRK573245,,
SHIP807341,ORD784200,SND4398,RCV4535,Chennai,Hyderabad,DHL,Kolkata Hub,1.75,1429.46,3,5,In Transit,Ahmedabad,1350.61,Pending,TRK104809,,
SHIP534345,ORD898312,SND7389,RCV2756,Ahmedabad,Hyderabad,FedEx,Delhi Hub,5.2,1298.59,8,8,Out for Delivery,Pune,661.76,Paid,TRK801677,,
SHIP743344,ORD885247,SND8642,RCV6156,Kolkata,Ahmedabad,FedEx,Bangalore Hub,13.77,1608.13,2,0,In Transit,Chennai,1754.92,Pending,TRK712706,,
SHIP724749,ORD899762,SND2660,RCV5682,Bangalore,Mumbai,FedEx,Mumbai Hub,3,307.88,3,5,In Transit,Pune,1125.38,Failed,TRK250372,,
SHIP996024,ORD698505,SND1479,RCV2076,Pune,Kolkata,India Post,Delhi Hub,0.96,193.13,6,9,In Transit,Ahmedabad,1973.58,Pending,TRK338994,,
SHIP275846,ORD721618,SND7824,RCV4775,Mumbai,Bangalore,FedEx,Delhi Hub,1.83,944.79,4,5,Returned,Kolkata,532.42,Paid,TRK701532,,
SHIP322928,ORD880570,SND4342,RCV1498,Chennai,Pune,Amazon Logistics,Kolkata Hub,1.33,1698.55,4,6,Lost,Chennai,554.08,Failed,TRK329861,,
SHIP887689,ORD237431,SND5067,RCV5405,Pune,Bangalore,UPS,Kolkata Hub,6.74,1240.64,3,6,Lost,Bangalore,1198.41,Paid,TRK286669,,
SHIP303728,ORD196486,SND2670,RCV1003,Ahmedabad,Ahmedabad,FedEx,Mumbai Hub,15.48,433.77,5,5,Delayed,Mumbai,1540.88,Paid,TRK862588,,
SHIP860964,ORD204567,SND1228,RCV3800,Mumbai,Hyderabad,India Post,Kolkata Hub,16.95,1651.61,2,1,Out for Delivery,Chennai,1816.91,Paid,TRK940635,,
SHIP689164,ORD439649,SND9228,RCV4328,Pune,Kolkata,DHL,Kolkata Hub,18.62,1000.23,7,6,Returned,Chennai,194.03,Paid,TRK832889,,
SHIP324610,ORD844519,SND2194,RCV4719,Ahmedabad,Delhi,DHL,Chennai Hub,16.47,838.48,1,3,Delivered,Delhi,449.53,Failed,TRK369244,2.8,Package damaged
SHIP320734,ORD301201,SND6085,RCV6822,Mumbai,Chennai,UPS,Hyderabad Hub,18.42,823.66,9,12,Delivered,Chennai,1109.54,Failed,TRK251177,3.1,Late delivery
SHIP314016,ORD849519,SND9385,RCV8157,Ahmedabad,Bangalore,Amazon Logistics,Hyderabad Hub,6.66,566.54,8,11,In Transit,Hyderabad,600.66,Pending,TRK502155,,
SHIP967683,ORD687856,SND4399,RCV9254,Kolkata,Mumbai,FedEx,Bangalore Hub,12.63,1094.83,9,9,Lost,Kolkata,482.85,Paid,TRK640185,,
SHIP654242,ORD752099,SND2657,RCV5607,Delhi,Bangalore,Blue Dart,Hyderabad Hub,9.93,331.66,2,0,Delivered,Bangalore,1494.02,Failed,TRK527553,4.9,Late delivery
SHIP415425,ORD464358,SND6950,RCV2409,Pune,Kolkata,Blue Dart,Chennai Hub,12.97,372.84,7,7,Delivered,Kolkata,1829.16,Pending,TRK984315,1.8,Late delivery
SHIP482814,ORD637241,SND4008,RCV9739,Hyderabad,Bangalore,Blue Dart,Hyderabad Hub,15.82,1354.15,10,13,Delivered,Bangalore,1391,Paid,TRK413308,3.2,
SHIP332747,ORD246055,SND4253,RCV9605,Chennai,Pune,DTDC,Bangalore Hub,0.64,1933.02,1,4,Out for Delivery,Chennai,1650.25,Paid,TRK248646,,
SHIP508838,ORD142764,SND2114,RCV3590,Pune,Kolkata,FedEx,Chennai Hub,14.91,345.77,5,7,Lost,Mumbai,209.21,Failed,TRK159632,,
SHIP249491,ORD673152,SND2666,RCV1929,Pune,Ahmedabad,FedEx,Delhi Hub,7.34,819.75,9,10,Lost,Chennai,1361.73,Pending,TRK262860,,
SHIP543576,ORD894263,SND7811,RCV2771,Mumbai,Hyderabad,UPS,Bangalore Hub,3.52,820.3,4,5,Delayed,Chennai,1887.94,Failed,TRK392838,,
SHIP237894,ORD545022,SND6044,RCV9737,Chennai,Bangalore,India Post,Kolkata Hub,9.92,1832.54,2,2,Out for Delivery,Delhi,327.18,Pending,TRK708790,,
SHIP197320,ORD390461,SND3237,RCV6220,Chennai,Hyderabad,DHL,Chennai Hub,12.52,1763.81,9,11,Delayed,Kolkata,1595.99,Failed,TRK121792,,
SHIP123576,ORD154049,SND6819,RCV2142,Delhi,Bangalore,UPS,Kolkata Hub,2.22,55.49,7,5,Delivered,Bangalore,1807.55,Pending,TRK371658,3.6,On-time service
SHIP997706,ORD521393,SND8720,RCV1274,Pune,Ahmedabad,Blue Dart,Kolkata Hub,1.96,1981.14,3,6,In Transit,Delhi,1569.38,Failed,TRK230409,,
SHIP515041,ORD507267,SND2771,RCV5823,Delhi,Pune,DTDC,Bangalore Hub,14.73,56.32,6,9,Delayed,Ahmedabad,1391.12,Pending,TRK617951,,
SHIP360307,ORD766582,SND3224,RCV2248,Hyderabad,Kolkata,India Post,Hyderabad Hub,12.18,1977.71,5,5,Out for Delivery,Pune,1342.61,Failed,TRK869534,,
SHIP954542,ORD356053,SND1216,RCV7341,Chennai,Mumbai,DHL,Bangalore Hub,9.16,599.53,5,6,Returned,Mumbai,527.32,Paid,TRK327434,,
SHIP545221,ORD236772,SND1372,RCV9294,Delhi,Chennai,UPS,Mumbai Hub,16.1,380.21,1,2,Delivered,Chennai,1502.63,Failed,TRK377997,3.8,
SHIP491361,ORD848517,SND1655,RCV5302,Kolkata,Mumbai,Amazon Logistics,Mumbai Hub,13.99,125.23,8,9,Returned,Kolkata,1829.74,Pending,TRK461363,,
SHIP893212,ORD274776,SND8422,RCV8806,Hyderabad,Bangalore,UPS,Hyderabad Hub,15.78,1992.97,3,3,Returned,Ahmedabad,1359.96,Failed,TRK787961,,
SHIP784472,ORD305041,SND1716,RCV2483,Delhi,Chennai,Blue Dart,Hyderabad Hub,14.68,1891.45,10,8,Delivered,Chennai,732.42,Pending,TRK732070,3.9,Fast delivery!
SHIP760010,ORD120781,SND5586,RCV5690,Chennai,Chennai,India Post,Mumbai Hub,0.53,627.33,1,-1,Out for Delivery,Hyderabad,1442.68,Paid,TRK720258,,
SHIP967349,ORD250356,SND5781,RCV6087,Mumbai,Pune,India Post,Bangalore Hub,16.32,1405.08,10,11,Out for Delivery,Chennai,282.64,Paid,TRK999725,,
SHIP113474,ORD287307,SND1363,RCV8449,Chennai,Mumbai,DTDC,Bangalore Hub,17.18,1557.79,10,8,Returned,Delhi,1614.19,Pending,TRK844676,,
SHIP764837,ORD997252,SND6584,RCV6719,Chennai,Pune,Amazon Logistics,Bangalore Hub,6.25,370.21,3,4,In Transit,Delhi,1777.34,Pending,TRK945800,,
SHIP900116,ORD908119,SND1834,RCV4679,Bangalore,Bangalore,DHL,Mumbai Hub,9.24,293.35,4,3,Lost,Chennai,520.87,Pending,TRK985616,,
SHIP249803,ORD181017,SND5528,RCV7973,Hyderabad,Mumbai,India Post,Delhi Hub,12.44,596.79,2,1,Lost,Kolkata,1673.15,Paid,TRK450986,,
SHIP628859,ORD915415,SND2047,RCV8165,Hyderabad,Hyderabad,DTDC,Kolkata Hub,7.15,473.01,3,3,In Transit,Kolkata,481.36,Pending,TRK760190,,
SHIP239222,ORD127599,SND5035,RCV6434,Delhi,Delhi,Blue Dart,Bangalore Hub,7.43,1566.58,6,6,Delivered,Delhi,1063.02,Pending,TRK903795,1.6,Fast delivery!
SHIP811019,ORD151310,SND9949,RCV9218,Ahmedabad,Ahmedabad,UPS,Mumbai Hub,18.74,683.13,7,6,Delayed,Delhi,1768.18,Failed,TRK788343,,
SHIP417049,ORD882774,SND5538,RCV6500,Delhi,Mumbai,DTDC,Hyderabad Hub,8.19,1269.8,5,6,Returned,Delhi,1319.57,Pending,TRK404290,,
SHIP863877,ORD118420,SND9350,RCV9852,Bangalore,Hyderabad,Amazon Logistics,Bangalore Hub,19.32,1248.25,2,0,Returned,Mumbai,1770,Pending,TRK919195,,
SHIP534316,ORD616498,SND2497,RCV3126,Chennai,Mumbai,DTDC,Bangalore Hub,13.45,1305.79,4,6,Lost,Chennai,1875.49,Failed,TRK721701,,
SHIP514381,ORD116699,SND7019,RCV7334,Kolkata,Delhi,FedEx,Chennai Hub,16.65,1756.39,2,1,Returned,Bangalore,670.01,Failed,TRK903119,,
SHIP798777,ORD163289,SND6078,RCV5135,Chennai,Kolkata,Amazon Logistics,Kolkata Hub,17.82,154.33,4,4,Lost,Mumbai,1777.08,Paid,TRK100535,,
SHIP905775,ORD222936,SND5689,RCV9202,Chennai,Ahmedabad,DTDC,Hyderabad Hub,17.57,581.2,4,5,Returned,Delhi,1102.92,Paid,TRK416383,,
SHIP267761,ORD313357,SND8271,RCV4091,Hyderabad,Mumbai,FedEx,Chennai Hub,3.01,784.92,9,7,In Transit,Mumbai,331.32,Paid,TRK618537,,
SHIP853977,ORD119945,SND6879,RCV6231,Pune,Chennai,FedEx,Chennai Hub,14.67,1061.2,7,7,Out for Delivery,Delhi,1855.14,Failed,TRK146090,,
SHIP264932,ORD312000,SND4883,RCV8463,Hyderabad,Bangalore,Blue Dart,Kolkata Hub,15.34,1684.33,5,4,Out for Delivery,Hyderabad,883.26,Pending,TRK560364,,
SHIP856832,ORD242012,SND1308,RCV5344,Kolkata,Ahmedabad,FedEx,Bangalore Hub,15.63,1863.28,3,3,In Transit,Mumbai,1699.58,Pending,TRK710870,,
SHIP658561,ORD725475,SND4910,RCV1863,Kolkata,Chennai,Blue Dart,Mumbai Hub,15.8,507.78,8,11,Out for Delivery,Delhi,1121.73,Failed,TRK477654,,
SHIP259104,ORD719307,SND7961,RCV8198,Hyderabad,Hyderabad,Amazon Logistics,Kolkata Hub,0.55,1800.34,6,4,In Transit,Ahmedabad,1245.01,Pending,TRK248543,,
SHIP982444,ORD407703,SND5648,RCV3702,Hyderabad,Ahmedabad,Blue Dart,Bangalore Hub,15.24,201.79,10,9,Returned,Delhi,1417.71,Pending,TRK880512,,
SHIP942335,ORD974010,SND3123,RCV9328,Pune,Hyderabad,Blue Dart,Mumbai Hub,5.79,608.03,2,1,Delivered,Hyderabad,1519.91,Paid,TRK673640,1.4,Package damaged
SHIP839537,ORD812775,SND3799,RCV3370,Mumbai,Delhi,UPS,Bangalore Hub,0.96,1077.09,5,7,Delayed,Delhi,509.4,Pending,TRK823395,,
SHIP859995,ORD536316,SND7765,RCV6626,Mumbai,Ahmedabad,DTDC,Bangalore Hub,16.51,1151.17,9,8,Delivered,Ahmedabad,572.91,Failed,TRK317480,1.5,Fast delivery!
SHIP666487,ORD110136,SND2189,RCV7752,Ahmedabad,Mumbai,DHL,Kolkata Hub,2.31,888.43,3,1,In Transit,Pune,426.06,Pending,TRK702926,,
SHIP464864,ORD519306,SND6731,RCV8682,Mumbai,Ahmedabad,FedEx,Mumbai Hub,6.9,924.5,4,2,Delivered,Ahmedabad,1653.83,Failed,TRK942375,2.6,Fast delivery!
SHIP260668,ORD590311,SND1269,RCV3531,Mumbai,Delhi,FedEx,Bangalore Hub,11.36,1774.07,9,12,Delivered,Delhi,1769.26,Pending,TRK995411,2.4,
SHIP657958,ORD429330,SND7206,RCV3752,Ahmedabad,Kolkata,FedEx,Delhi Hub,1.24,990.78,10,12,Out for Delivery,Kolkata,981.1,Paid,TRK516436,,
SHIP380184,ORD352295,SND1082,RCV4472,Kolkata,Ahmedabad,FedEx,Chennai Hub,12.49,1130.5,2,5,Out for Delivery,Kolkata,1040.42,Pending,TRK139955,,
SHIP209477,ORD825174,SND8461,RCV9918,Kolkata,Kolkata,UPS,Kolkata Hub,1.15,675.3,1,0,Returned,Chennai,1390.2,Failed,TRK890942,,
SHIP261791,ORD805013,SND8172,RCV2166,Chennai,Delhi,DTDC,Kolkata Hub,4.16,181.68,9,8,Delivered,Delhi,139.65,Pending,TRK349282,1.7,Package damaged
SHIP582844,ORD425635,SND2160,RCV5090,Chennai,Hyderabad,DHL,Mumbai Hub,16.55,890.5,10,12,Returned,Delhi,1230.65,Failed,TRK284146,,
SHIP553416,ORD569646,SND6333,RCV6090,Hyderabad,Ahmedabad,DHL,Delhi Hub,4.04,593.75,3,2,Delivered,Ahmedabad,1853.56,Paid,TRK464358,2.3,Great experience
SHIP628520,ORD429829,SND5669,RCV8399,Hyderabad,Ahmedabad,Blue Dart,Bangalore Hub,14.11,1800.3,2,3,In Transit,Delhi,1042.65,Pending,TRK919422,,
SHIP385017,ORD845333,SND8634,RCV4401,Pune,Hyderabad,India Post,Hyderabad Hub,9.23,747.68,3,1,Delayed,Ahmedabad,1531.64,Paid,TRK602827,,
SHIP807551,ORD502027,SND3227,RCV3203,Delhi,Delhi,UPS,Delhi Hub,13.58,1831.64,5,5,Returned,Ahmedabad,1922.98,Failed,TRK411606,,
SHIP673195,ORD447581,SND3049,RCV5015,Mumbai,Chennai,FedEx,Hyderabad Hub,17.63,1719.81,10,12,In Transit,Chennai,1895.98,Pending,TRK272458,,
SHIP430119,ORD483183,SND6292,RCV7663,Pune,Mumbai,Blue Dart,Chennai Hub,12.14,1682.76,7,8,Delivered,Mumbai,168.84,Failed,TRK874382,3.6,
SHIP787545,ORD640081,SND3383,RCV7872,Chennai,Kolkata,Amazon Logistics,Kolkata Hub,7.06,140.58,7,6,Lost,Pune,1381.81,Failed,TRK669162,,
SHIP336354,ORD201866,SND1864,RCV2241,Bangalore,Chennai,India Post,Delhi Hub,2.19,1336.31,8,10,Returned,Pune,961.77,Failed,TRK806616,,
SHIP859418,ORD223296,SND4727,RCV1032,Pune,Mumbai,UPS,Mumbai Hub,4.7,317.51,8,10,Lost,Kolkata,567.4,Pending,TRK297613,,
SHIP730941,ORD678837,SND1072,RCV1389,Chennai,Mumbai,Amazon Logistics,Delhi Hub,17,770.87,2,5,In Transit,Chennai,1126.43,Paid,TRK101448,,
SHIP517949,ORD647899,SND9382,RCV6532,Bangalore,Pune,Blue Dart,Mumbai Hub,16.17,1076.05,8,7,Lost,Hyderabad,1189.9,Pending,TRK619260,,
SHIP483792,ORD325939,SND3609,RCV7974,Ahmedabad,Ahmedabad,DHL,Chennai Hub,18.45,984.74,4,5,Delivered,Ahmedabad,1248.66,Pending,TRK443793,3.9,Fast delivery!
SHIP408947,ORD566649,SND3196,RCV8633,Hyderabad,Bangalore,Amazon Logistics,Mumbai Hub,3.4,1321.51,8,9,Returned,Delhi,1870.09,Pending,TRK377745,,
SHIP229341,ORD180710,SND6130,RCV5806,Kolkata,Bangalore,DHL,Delhi Hub,19.46,1359.33,9,9,Delivered,Bangalore,1330.89,Pending,TRK817884,2.1,
SHIP612083,ORD524108,SND4700,RCV3644,Bangalore,Mumbai,UPS,Mumbai Hub,14.06,1123.5,2,2,Returned,Kolkata,811.51,Failed,TRK182852,,
SHIP899750,ORD871570,SND4584,RCV2239,Mumbai,Pune,Blue Dart,Bangalore Hub,2.66,1117.45,8,11,Delivered,Pune,834.32,Paid,TRK117973,4.8,Late delivery
SHIP179676,ORD209581,SND2784,RCV5229,Delhi,Delhi,DHL,Hyderabad Hub,1.26,535.08,5,3,Delivered,Delhi,131.64,Failed,TRK750695,4,Package damaged
SHIP609753,ORD114526,SND1403,RCV1888,Bangalore,Chennai,DHL,Hyderabad Hub,8.74,1906.33,6,8,Returned,Bangalore,1731.44,Pending,TRK730994,,
SHIP124394,ORD442372,SND6383,RCV5112,Chennai,Kolkata,India Post,Kolkata Hub,16.25,20.85,8,6,Out for Delivery,Hyderabad,1364.12,Pending,TRK323447,,
SHIP958658,ORD259746,SND4793,RCV9429,Pune,Ahmedabad,FedEx,Bangalore Hub,16.61,1434.54,9,12,In Transit,Ahmedabad,1267.01,Failed,TRK300207,,
SHIP856074,ORD548502,SND7436,RCV7939,Pune,Hyderabad,UPS,Chennai Hub,10.39,824.94,9,11,Out for Delivery,Kolkata,805.95,Pending,TRK113418,,
SHIP683599,ORD153372,SND8441,RCV6925,Mumbai,Mumbai,Blue Dart,Delhi Hub,12.08,1169.24,9,9,Returned,Ahmedabad,1253.27,Paid,TRK219645,,
SHIP755004,ORD483167,SND5475,RCV3589,Mumbai,Mumbai,UPS,Delhi Hub,18.17,26.18,5,5,Delivered,Mumbai,1670.99,Failed,TRK231051,4.7,Great experience
SHIP688439,ORD546075,SND4022,RCV8704,Bangalore,Delhi,DHL,Mumbai Hub,3.21,1591,1,1,Returned,Chennai,1549.29,Paid,TRK139788,,
SHIP489228,ORD145060,SND1611,RCV4970,Kolkata,Bangalore,DHL,Delhi Hub,4.6,1953.27,1,4,Returned,Hyderabad,868.74,Failed,TRK682337,,
SHIP103613,ORD738599,SND5502,RCV7847,Mumbai,Pune,DTDC,Bangalore Hub,4.1,244.91,10,12,Delivered,Pune,67.26,Failed,TRK869595,4.9,Late delivery
SHIP513382,ORD748816,SND4370,RCV7171,Chennai,Delhi,DTDC,Chennai Hub,9.42,560.87,2,1,Lost,Hyderabad,1039.66,Pending,TRK495162,,
SHIP790520,ORD309776,SND7255,RCV6847,Bangalore,Ahmedabad,Amazon Logistics,Hyderabad Hub,18.86,512.33,8,11,In Transit,Kolkata,277.18,Paid,TRK807802,,
SHIP144443,ORD517029,SND6729,RCV9385,Ahmedabad,Hyderabad,DTDC,Kolkata Hub,17.06,44.49,9,9,Delayed,Bangalore,477.74,Paid,TRK268292,,
SHIP806067,ORD675083,SND7069,RCV8002,Ahmedabad,Kolkata,FedEx,Bangalore Hub,15.4,1832.17,7,10,In Transit,Mumbai,657.61,Paid,TRK599536,,
SHIP471901,ORD354774,SND8650,RCV5457,Pune,Delhi,India Post,Hyderabad Hub,2.21,1778.05,9,10,Delayed,Kolkata,1952.31,Paid,TRK788293,,
SHIP393966,ORD958089,SND6622,RCV8587,Chennai,Ahmedabad,DHL,Hyderabad Hub,11.27,808.27,7,7,Out for Delivery,Ahmedabad,1015.61,Failed,TRK506827,,
SHIP126746,ORD854505,SND5218,RCV7199,Kolkata,Pune,UPS,Kolkata Hub,6.26,1681.3,5,7,Delayed,Bangalore,1655.65,Failed,TRK221902,,
SHIP336316,ORD121378,SND8603,RCV2752,Chennai,Delhi,UPS,Delhi Hub,17.95,1413.85,2,4,Lost,Kolkata,357.74,Paid,TRK120881,,
SHIP628879,ORD534822,SND3687,RCV2372,Bangalore,Bangalore,DTDC,Mumbai Hub,6.14,861.37,3,6,Delivered,Bangalore,433.07,Pending,TRK533896,1.4,Late delivery
SHIP408501,ORD341218,SND5233,RCV9171,Kolkata,Bangalore,Amazon Logistics,Mumbai Hub,5.9,1574.18,1,3,Out for Delivery,Mumbai,1271.19,Pending,TRK518587,,
SHIP419998,ORD566399,SND8936,RCV9668,Chennai,Kolkata,DHL,Bangalore Hub,1.76,223.76,3,4,Returned,Chennai,162.68,Paid,TRK767049,,
SHIP453800,ORD884708,SND3097,RCV3040,Chennai,Hyderabad,FedEx,Hyderabad Hub,12.24,291.91,2,1,Out for Delivery,Delhi,129.26,Paid,TRK752447,,
SHIP467014,ORD147841,SND1540,RCV2231,Kolkata,Mumbai,Amazon Logistics,Delhi Hub,2.36,41.83,2,0,Returned,Ahmedabad,1310.35,Pending,TRK690967,,
SHIP126729,ORD461040,SND9188,RCV6967,Chennai,Ahmedabad,FedEx,Bangalore Hub,10.24,1212.86,7,5,Delivered,Ahmedabad,867.05,Paid,TRK951690,4.4,Late delivery
SHIP743253,ORD689354,SND7671,RCV3986,Delhi,Kolkata,India Post,Bangalore Hub,2.07,1337.76,9,8,Returned,Ahmedabad,1593.15,Pending,TRK499476,,
SHIP842335,ORD702348,SND6656,RCV4105,Ahmedabad,Chennai,DHL,Bangalore Hub,19.64,1384.5,8,11,Lost,Mumbai,529.58,Failed,TRK727314,,
SHIP810482,ORD338492,SND1291,RCV5322,Mumbai,Mumbai,DTDC,Chennai Hub,10.24,1322.5,1,-1,Out for Delivery,Delhi,969.84,Pending,TRK441385,,
SHIP298696,ORD180905,SND2287,RCV2366,Delhi,Delhi,Amazon Logistics,Kolkata Hub,4.24,652.12,10,12,Out for Delivery,Ahmedabad,286.74,Failed,TRK550911,,
SHIP493131,ORD943282,SND9766,RCV3336,Bangalore,Bangalore,India Post,Chennai Hub,13.91,996.17,8,7,Lost,Ahmedabad,1949.86,Pending,TRK502973,,
SHIP165776,ORD587842,SND7521,RCV4021,Kolkata,Kolkata,Amazon Logistics,Delhi Hub,0.97,1270.42,8,6,Delivered,Kolkata,1278.05,Paid,TRK864997,2.8,Package damaged
SHIP474285,ORD824579,SND2249,RCV6489,Chennai,Chennai,Blue Dart,Mumbai Hub,11.82,1383.85,2,3,Lost,Hyderabad,979.66,Pending,TRK868948,,
SHIP204536,ORD321531,SND8299,RCV9512,Bangalore,Chennai,DTDC,Kolkata Hub,18.91,1006.2,6,6,Returned,Bangalore,1755.56,Paid,TRK879592,,
SHIP666806,ORD846998,SND1075,RCV1788,Delhi,Delhi,UPS,Hyderabad Hub,14.32,1947.57,9,8,Lost,Hyderabad,204.13,Pending,TRK849168,,
SHIP438732,ORD710356,SND9055,RCV3430,Kolkata,Hyderabad,Amazon Logistics,Kolkata Hub,6.04,735.04,1,1,Delivered,Hyderabad,1009.4,Paid,TRK307097,3.7,On-time service
SHIP205281,ORD141062,SND5689,RCV7483,Chennai,Ahmedabad,Amazon Logistics,Bangalore Hub,17.92,1521.19,9,11,Returned,Bangalore,414.94,Pending,TRK117268,,
SHIP832525,ORD586816,SND7296,RCV6446,Hyderabad,Delhi,FedEx,Bangalore Hub,17.56,31.9,1,1,Delivered,Delhi,191.82,Failed,TRK274794,2.4,Fast delivery!
SHIP758379,ORD868757,SND4957,RCV5630,Chennai,Chennai,Amazon Logistics,Kolkata Hub,8.34,818.2,8,9,Lost,Delhi,1396.86,Failed,TRK547882,,
SHIP950352,ORD984589,SND8501,RCV1863,Chennai,Delhi,Amazon Logistics,Mumbai Hub,7.65,1317.35,5,3,Lost,Kolkata,1844.76,Failed,TRK119841,,
SHIP463095,ORD209815,SND1438,RCV8682,Ahmedabad,Kolkata,DTDC,Chennai Hub,12.55,957.21,8,8,Delivered,Kolkata,1675.7,Failed,TRK685723,4.3,Late delivery
SHIP185912,ORD236618,SND9541,RCV3791,Chennai,Delhi,DTDC,Kolkata Hub,15.59,1099.96,6,8,Delayed,Chennai,1031.81,Failed,TRK752224,,
SHIP323182,ORD626896,SND5572,RCV8843,Bangalore,Pune,DHL,Hyderabad Hub,19.1,980.12,7,9,In Transit,Ahmedabad,1541.59,Paid,TRK471810,,
SHIP821837,ORD268711,SND9891,RCV6718,Ahmedabad,Pune,FedEx,Bangalore Hub,13.3,1212.79,10,11,Delayed,Pune,926.97,Pending,TRK803755,,
SHIP979342,ORD508920,SND4161,RCV5449,Chennai,Bangalore,India Post,Chennai Hub,14.95,1762.19,10,9,In Transit,Mumbai,998.98,Paid,TRK180822,,
SHIP695132,ORD780302,SND8520,RCV7038,Hyderabad,Bangalore,Amazon Logistics,Bangalore Hub,3.62,1431.8,1,-1,Delayed,Hyderabad,1519.46,Failed,TRK436889,,
SHIP332913,ORD107198,SND7387,RCV1327,Hyderabad,Chennai,Amazon Logistics,Mumbai Hub,19.86,1269.73,9,7,Lost,Hyderabad,1093.03,Pending,TRK433008,,
SHIP316671,ORD943698,SND6444,RCV4342,Chennai,Ahmedabad,FedEx,Chennai Hub,7.92,1209.15,1,4,In Transit,Kolkata,1583.17,Pending,TRK527027,,
SHIP377138,ORD221598,SND8545,RCV5786,Kolkata,Ahmedabad,FedEx,Kolkata Hub,18.24,160.64,7,8,Delayed,Hyderabad,1821.87,Pending,TRK249290,,
SHIP795567,ORD818177,SND3945,RCV4190,Delhi,Bangalore,UPS,Delhi Hub,17.79,544.82,10,13,Returned,Bangalore,566.6,Failed,TRK101156,,
SHIP313003,ORD441040,SND5012,RCV6120,Delhi,Kolkata,India Post,Chennai Hub,2.29,119.87,10,12,In Transit,Delhi,1327.17,Failed,TRK171384,,
SHIP126875,ORD177165,SND2126,RCV1751,Hyderabad,Delhi,India Post,Chennai Hub,3.25,1667.27,9,10,Out for Delivery,Bangalore,925.71,Pending,TRK681623,,
SHIP488708,ORD200209,SND7972,RCV1222,Pune,Chennai,Amazon Logistics,Hyderabad Hub,18.17,1416.72,5,3,Out for Delivery,Delhi,183.36,Pending,TRK207112,,
SHIP807770,ORD945159,SND4042,RCV3549,Mumbai,Delhi,Amazon Logistics,Delhi Hub,17.89,989.43,6,9,In Transit,Pune,830.22,Pending,TRK311609,,
SHIP231870,ORD745051,SND4154,RCV8529,Bangalore,Chennai,Amazon Logistics,Bangalore Hub,0.54,1894.63,6,4,Lost,Kolkata,1475.08,Paid,TRK800041,,
